"attack_id","name","is_subtechnique","kill_chain_phases","platforms","data_sources","stix_id","ontology_completeness"
"T1036.005","Match Legitimate Resource Name or Location","true","stealth","Containers|ESXi|Linux|macOS|Windows","","attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2","stix_bundle_loaded"
"T1172","Domain Fronting","false","command-and-control","Linux|macOS|Windows","","attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd","stix_bundle_loaded"
"T1587.003","Digital Certificates","true","resource-development","PRE","","attack-pattern--1cec9319-743b-4840-bb65-431547bce82a","stix_bundle_loaded"
"T1565.001","Stored Data Manipulation","true","impact","Linux|macOS|Windows","","attack-pattern--1cfcb312-b8d7-47a4-b560-4b16cc677292","stix_bundle_loaded"
"T1110.002","Password Cracking","true","credential-access","Identity Provider|Linux|macOS|Network Devices|Office Suite|Windows","","attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d","stix_bundle_loaded"
"T1178","SID-History Injection","false","privilege-escalation","Windows","","attack-pattern--1df0326d-2fbc-4d08-a16b-48365f1e742d","stix_bundle_loaded"
"T1114.001","Local Email Collection","true","collection","Windows","","attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004","stix_bundle_loaded"
"T1555.001","Keychain","true","credential-access","macOS","","attack-pattern--1eaebf46-e361-4437-bc23-d5d65a3b92e3","stix_bundle_loaded"
"T1547","Boot or Logon Autostart Execution","false","persistence|privilege-escalation","Linux|macOS|Windows|Network Devices","","attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf","stix_bundle_loaded"
"T1003.004","LSA Secrets","true","credential-access","Windows","","attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc","stix_bundle_loaded"
"T1013","Port Monitors","false","persistence|privilege-escalation","Windows","","attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125","stix_bundle_loaded"
"T1600","Weaken Encryption","false","defense-impairment","Network Devices","","attack-pattern--1f9012ef-1e10-4e48-915e-e03563435fe8","stix_bundle_loaded"
"T1606.002","SAML Tokens","true","credential-access","SaaS|Windows|IaaS|Office Suite|Identity Provider","","attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2","stix_bundle_loaded"
"T1192","Spearphishing Link","false","initial-access","Windows|macOS|Linux|Office 365|SaaS","","attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba","stix_bundle_loaded"
"T1036.008","Masquerade File Type","true","stealth","Linux|macOS|Windows","","attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471","stix_bundle_loaded"
"T1489","Service Stop","false","impact","ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b","stix_bundle_loaded"
"T1587.001","Malware","true","resource-development","PRE","","attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0","stix_bundle_loaded"
"T1121","Regsvcs/Regasm","false","stealth|execution","Windows","","attack-pattern--215190a9-9f02-4e83-bb5f-e0589965a302","stix_bundle_loaded"
"T1652","Device Driver Discovery","false","discovery","Linux|macOS|Windows","","attack-pattern--215d9700-5881-48b8-8265-6449dbb7195d","stix_bundle_loaded"
"T1206","Sudo Caching","false","privilege-escalation","Linux|macOS","","attack-pattern--2169ba87-1146-4fc7-a118-12b72251db7e","stix_bundle_loaded"
"T1087.002","Domain Account","true","discovery","Linux|macOS|Windows","","attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af","stix_bundle_loaded"
"T1547.014","Active Setup","true","persistence|privilege-escalation","Windows","","attack-pattern--22522668-ddf6-470b-a027-9d6866679f67","stix_bundle_loaded"
"T1564","Hide Artifacts","false","stealth","ESXi|Linux|macOS|Office Suite|Windows","","attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8","stix_bundle_loaded"
"T1559.002","Dynamic Data Exchange","true","execution","Windows","","attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d","stix_bundle_loaded"
"T1204.002","Malicious File","true","execution","Linux|macOS|Windows","","attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e","stix_bundle_loaded"
"T1591.003","Identify Business Tempo","true","reconnaissance","PRE","","attack-pattern--2339cf19-8f1e-48f7-8a91-0262ba547b6f","stix_bundle_loaded"
"T1685.004","Disable or Modify Linux Audit System Log","true","defense-impairment","Linux","","attack-pattern--23d69d00-80c4-42ff-9dac-dbd0459dad75","stix_bundle_loaded"
"T1063","Security Software Discovery","false","discovery","macOS|Windows","","attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7","stix_bundle_loaded"
"T1071.005","Publish/Subscribe Protocols","true","command-and-control","macOS|Linux|Windows|Network Devices","","attack-pattern--241f9ea8-f6ae-4f38-92f5-cef5b7e539dd","stix_bundle_loaded"
"T1592.001","Hardware","true","reconnaissance","PRE","","attack-pattern--24286c33-d4a4-4419-85c2-1d094a896c26","stix_bundle_loaded"
"T1080","Taint Shared Content","false","lateral-movement","Windows|SaaS|Linux|macOS|Office Suite","","attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c","stix_bundle_loaded"
"T1484.002","Trust Modification","true","defense-impairment|privilege-escalation","Identity Provider|Windows","","attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee","stix_bundle_loaded"
"T1213.006","Databases","true","collection","IaaS|Linux|macOS|SaaS|Windows","","attack-pattern--248d3fe1-7fe1-4d71-91c7-8bb7ef35cad3","stix_bundle_loaded"
"T1573.001","Symmetric Cryptography","true","command-and-control","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41","stix_bundle_loaded"
"T1087.001","Local Account","true","discovery","ESXi|Linux|macOS|Windows","","attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e","stix_bundle_loaded"
"T1167","Securityd Memory","false","credential-access","macOS","","attack-pattern--2715c335-1bf2-4efe-9f18-0691317ff83b","stix_bundle_loaded"
"T1586.001","Social Media Accounts","true","resource-development","PRE","","attack-pattern--274770e0-2612-4ccf-a678-ef8e7bad365d","stix_bundle_loaded"
"T1176.001","Browser Extensions","true","persistence","Linux|Windows|macOS","","attack-pattern--278716b1-61ce-4a74-8d17-891d0c494101","stix_bundle_loaded"
"T1527","Application Access Token","false","stealth|lateral-movement","SaaS|Office 365","","attack-pattern--27960489-4e7f-461d-a62a-f5c0cb521e4a","stix_bundle_loaded"
"T1562.009","Safe Mode Boot","true","stealth","Windows","","attack-pattern--28170e17-8384-415c-8486-2e6b294cb803","stix_bundle_loaded"
"T1180","Screensaver","false","persistence","Windows","","attack-pattern--2892b9ee-ca9f-4723-b332-0dc6e843a8ae","stix_bundle_loaded"
"T1542.005","TFTP Boot","true","stealth|persistence","Network Devices","","attack-pattern--28abec6c-4443-4b03-8206-07f2e264a6b4","stix_bundle_loaded"
"T1686.003","Windows Host Firewall","true","defense-impairment","Windows","","attack-pattern--291ede6c-1473-454c-b614-5ac5ea63c987","stix_bundle_loaded"
"T1543.003","Windows Service","true","persistence|privilege-escalation","Windows","","attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32","stix_bundle_loaded"
"T1568.001","Fast Flux DNS","true","command-and-control","Linux|macOS|Windows|ESXi","","attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6","stix_bundle_loaded"
"T1497.001","System Checks","true","stealth|discovery","Linux|macOS|Windows","","attack-pattern--29be378d-262d-4e99-b00d-852d573628e6","stix_bundle_loaded"
"T1053.003","Cron","true","execution|persistence|privilege-escalation","Linux|macOS|ESXi","","attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c","stix_bundle_loaded"
"T1069.002","Domain Groups","true","discovery","Linux|macOS|Windows","","attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c","stix_bundle_loaded"
"T1588.006","Vulnerabilities","true","resource-development","PRE","","attack-pattern--2b5aa86b-a0df-4382-848d-30abea443327","stix_bundle_loaded"
"T1566.002","Spearphishing Link","true","initial-access","Identity Provider|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7","stix_bundle_loaded"
"T1165","Startup Items","false","persistence|privilege-escalation","macOS","","attack-pattern--2ba5aa71-9d15-4b22-b726-56af06d9ad2f","stix_bundle_loaded"
"T1070.002","Clear Linux or Mac System Logs","true","stealth","Linux|macOS","","attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36","stix_bundle_loaded"
"T1499.004","Application or System Exploitation","true","impact","Windows|IaaS|Linux|macOS","","attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0","stix_bundle_loaded"
"T1137","Office Application Startup","false","persistence","Windows|Office Suite","","attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53","stix_bundle_loaded"
"T1218.004","InstallUtil","true","stealth","Windows","","attack-pattern--2cd950a6-16c4-404a-aa01-044322395107","stix_bundle_loaded"
"T1598.003","Spearphishing Link","true","reconnaissance","PRE","","attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230","stix_bundle_loaded"
"T1021.004","SSH","true","lateral-movement","ESXi|Linux|macOS","","attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6","stix_bundle_loaded"
"T1098.003","Additional Cloud Roles","true","persistence|privilege-escalation","IaaS|Identity Provider|Office Suite|SaaS","","attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3","stix_bundle_loaded"
"T1547.012","Print Processors","true","persistence|privilege-escalation","Windows","","attack-pattern--2de47683-f398-448f-b947-9abcc3e32fad","stix_bundle_loaded"
"T1089","Disabling Security Tools","false","stealth","Linux|macOS|Windows","","attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044","stix_bundle_loaded"
"T1487","Disk Structure Wipe","false","impact","Windows|macOS|Linux","","attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e","stix_bundle_loaded"
"T1566.001","Spearphishing Attachment","true","initial-access","Linux|macOS|Windows","","attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597","stix_bundle_loaded"
"T1214","Credentials in Registry","false","credential-access","Windows","","attack-pattern--2edd9d6a-5674-4326-a600-ba56de467286","stix_bundle_loaded"
"T1027.008","Stripped Payloads","true","stealth","Linux|macOS|Network Devices|Windows","","attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97","stix_bundle_loaded"
"T1559.001","Component Object Model","true","execution","Windows","","attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64","stix_bundle_loaded"
"T1574.001","DLL","true","stealth|execution","Windows","","attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34","stix_bundle_loaded"
"T1119","Automated Collection","false","collection","IaaS|Linux|macOS|Office Suite|SaaS|Windows","","attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619","stix_bundle_loaded"
"T1689","Downgrade Attack","false","defense-impairment","macOS|Windows|Linux","","attack-pattern--30904c16-39f9-41c6-b01a-500eb8878442","stix_bundle_loaded"
"T1115","Clipboard Data","false","collection","Linux|macOS|Windows","","attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f","stix_bundle_loaded"
"T1003.007","Proc Filesystem","true","credential-access","Linux","","attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d","stix_bundle_loaded"
"T1583.005","Botnet","true","resource-development","PRE","","attack-pattern--31225cd3-cd46-4575-b287-c2c14011c074","stix_bundle_loaded"
"T1555.005","Password Managers","true","credential-access","Linux|macOS|Windows","","attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21","stix_bundle_loaded"
"T1103","AppInit DLLs","false","persistence|privilege-escalation","Windows","","attack-pattern--317fefa6-46c7-4062-adb6-2008cf6bcb41","stix_bundle_loaded"
"T1553.001","Gatekeeper Bypass","true","defense-impairment","macOS","","attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e","stix_bundle_loaded"
"T1675","ESXi Administration Command","false","execution","ESXi","","attack-pattern--31e5011f-090e-45be-9bb6-17a1c5e8219b","stix_bundle_loaded"
"T1608.004","Drive-by Target","true","resource-development","PRE","","attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9","stix_bundle_loaded"
"T1007","System Service Discovery","false","discovery","Linux|macOS|Windows","","attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa","stix_bundle_loaded"
"T1040","Network Sniffing","false","credential-access|discovery","IaaS|Linux|macOS|Network Devices|Windows","","attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529","stix_bundle_loaded"
"T1017","Application Deployment Software","false","lateral-movement","Linux|macOS|Windows","","attack-pattern--327f3cc5-eea1-42d4-a6cd-ed34b7ce8f61","stix_bundle_loaded"
"T1553.002","Code Signing","true","defense-impairment","macOS|Windows","","attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082","stix_bundle_loaded"
"T1530","Data from Cloud Storage","false","collection","IaaS|Office Suite|SaaS","","attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7","stix_bundle_loaded"
"T1565.003","Runtime Data Manipulation","true","impact","Linux|macOS|Windows","","attack-pattern--32ad5c86-2bcf-47d8-8fdc-d7f3d79a7490","stix_bundle_loaded"
"T1552.002","Credentials in Registry","true","credential-access","Windows","","attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580","stix_bundle_loaded"
"T1135","Network Share Discovery","false","discovery","Linux|macOS|Windows","","attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f","stix_bundle_loaded"
"T1120","Peripheral Device Discovery","false","discovery","Linux|macOS|Windows","","attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643","stix_bundle_loaded"
"T1036.009","Break Process Trees","true","stealth","Linux|macOS","","attack-pattern--34a80bc4-80f2-46e6-94ff-f3265a4b657c","stix_bundle_loaded"
"T1590.004","Network Topology","true","reconnaissance","PRE","","attack-pattern--34ab90a3-05f6-4259-8f21-621081fdaba5","stix_bundle_loaded"
"T1587.002","Code Signing Certificates","true","resource-development","PRE","","attack-pattern--34b3f738-bd64-40e5-a112-29b0542bc8bf","stix_bundle_loaded"
"T1222.001","Windows Permissions","true","defense-impairment","Windows","","attack-pattern--34e793de-0274-4982-9c1a-246ed1c19dee","stix_bundle_loaded"
"T1137.006","Add-ins","true","persistence","Windows|Office Suite","","attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d","stix_bundle_loaded"
"T1685.002","Disable or Modify Cloud Log","true","defense-impairment","IaaS|SaaS|Identity Provider|Office Suite","","attack-pattern--34ff60a3-a3f8-42e4-bed0-af9a2cb563d7","stix_bundle_loaded"
"T1505.002","Transport Agent","true","persistence","Linux|Windows","","attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1","stix_bundle_loaded"
"T1082","System Information Discovery","false","discovery","ESXi|IaaS|Linux|macOS|Network Devices|Windows","","attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1","stix_bundle_loaded"
"T1071","Application Layer Protocol","false","command-and-control","Linux|macOS|Windows|Network Devices|ESXi","","attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6","stix_bundle_loaded"
"T1574.014","AppDomainManager","true","stealth|execution","Windows","","attack-pattern--356662f7-e315-4759-86c9-6214e2a50ff8","stix_bundle_loaded"
"T1074.002","Remote Data Staging","true","collection","ESXi|IaaS|Linux|macOS|Windows","","attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0","stix_bundle_loaded"
"T1098.006","Additional Container Cluster Roles","true","persistence|privilege-escalation","Containers","","attack-pattern--35d30338-5bfa-41b0-a170-ec06dfd75f64","stix_bundle_loaded"
"T1053","Scheduled Task/Job","false","execution|persistence|privilege-escalation","Containers|ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9","stix_bundle_loaded"
"T1218.007","Msiexec","true","stealth","Windows","","attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336","stix_bundle_loaded"
"T1162","Login Item","false","persistence","macOS","","attack-pattern--36675cd3-fe00-454c-8516-aebecacbe9d9","stix_bundle_loaded"
"T1590.003","Network Trust Dependencies","true","reconnaissance","PRE","","attack-pattern--36aa137f-5166-41f8-b2f0-a4cfa1b4133e","stix_bundle_loaded"
"T1498.002","Reflection Amplification","true","impact","Windows|IaaS|Linux|macOS","","attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01","stix_bundle_loaded"
"T1556.002","Password Filter DLL","true","defense-impairment|persistence|credential-access","Windows","","attack-pattern--3731fbcd-0e43-47ae-ae6c-d15e510f0d42","stix_bundle_loaded"
"T1505.005","Terminal Services DLL","true","persistence","Windows","","attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8","stix_bundle_loaded"
"T1059.002","AppleScript","true","execution","macOS","","attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb","stix_bundle_loaded"
"T1176","Software Extensions","false","persistence","Linux|macOS|Windows","","attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8","stix_bundle_loaded"
"T1499.002","Service Exhaustion Flood","true","impact","Windows|IaaS|Linux|macOS","","attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858","stix_bundle_loaded"
"T1195.003","Compromise Hardware Supply Chain","true","initial-access","Linux|macOS|Windows","","attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef","stix_bundle_loaded"
"T1106","Native API","false","execution","Linux|macOS|Windows","","attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670","stix_bundle_loaded"
"T1558.005","Ccache Files","true","credential-access","Linux|macOS","","attack-pattern--394220d9-8efc-4252-9040-664f7b115be6","stix_bundle_loaded"
"T1070.007","Clear Network Connection History and Configurations","true","stealth","Linux|macOS|Windows|Network Devices","","attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc","stix_bundle_loaded"
"T1558.004","AS-REP Roasting","true","credential-access","Windows","","attack-pattern--3986e7fd-a8e9-4ecb-bfc6-55920855912b","stix_bundle_loaded"
"T1058","Service Registry Permissions Weakness","false","persistence|privilege-escalation","Windows","","attack-pattern--39a130e1-6ab7-434a-8bd2-418e7d9d6427","stix_bundle_loaded"
"T1584.003","Virtual Private Server","true","resource-development","PRE","","attack-pattern--39cc9f64-cf74-4a48-a4d8-fe98c54a02e0","stix_bundle_loaded"
"T1059.010","AutoHotKey & AutoIT","true","execution","Windows","","attack-pattern--3a32740a-11b0-4bcf-b0a9-3abd0f6d3cd5","stix_bundle_loaded"
"T1600.001","Reduce Key Space","true","defense-impairment","Network Devices","","attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8","stix_bundle_loaded"
"T1070.003","Clear Command History","true","stealth","ESXi|Linux|macOS|Network Devices|Windows","","attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a","stix_bundle_loaded"
"T1202","Indirect Command Execution","false","stealth","Windows","","attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e","stix_bundle_loaded"
"T1024","Custom Cryptographic Protocol","false","command-and-control","Linux|macOS|Windows","","attack-pattern--3b3cbbe0-6ed3-4334-b543-3ddfd8c5642d","stix_bundle_loaded"
"T1536","Revert Cloud Instance","false","stealth","IaaS","","attack-pattern--3b4121aa-fc8b-40c8-ac4f-afcb5838b72c","stix_bundle_loaded"
