"source_attack_id","relationship_type","target_attack_id"
"M1027","mitigates","T1558"
"G1043","uses","S0154"
"M1018","mitigates","T1648"
"T1180","revoked-by","T1546.002"
"S0239","uses","T1041"
"G0039","uses","T1553.002"
"G0140","uses","T1547.001"
"S0223","uses","T1059.007"
"S0658","uses","T1082"
"T1078.001","subtechnique-of","T1078"
"T1066","revoked-by","T1027.005"
"S0538","uses","T1005"
"G1003","uses","T1561.002"
"S0378","uses","T1134"
"S0107","uses","T1546.010"
"S0607","uses","T1036.004"
"S0482","uses","T1059.002"
"G0035","uses","T1105"
"M1031","mitigates","T1102.003"
"M1030","mitigates","T1021.006"
"S0409","uses","T1059.006"
"S0532","uses","T1685.005"
"S1246","uses","T1083"
"S0582","uses","T1083"
"S1230","uses","T1547.001"
"S1120","uses","T1059.006"
"G1036","uses","T1195.002"
"S0013","uses","T1140"
"S0280","uses","T1033"
"S0115","uses","T1059.003"
"G0007","uses","T1040"
"S0228","uses","T1547.001"
"G0004","uses","T1587.001"
"S9010","uses","T1518"
"M1018","mitigates","T1213.003"
"M1032","mitigates","T1110"
"S1246","uses","T1036"
"G0114","uses","T1588.002"
"S0359","uses","T1018"
"S0598","uses","T1213.006"
"S0635","uses","T1547.001"
"S1180","uses","T1480"
"G0131","uses","T1566.001"
"G0027","uses","T1027.002"
"S0248","uses","T1027.002"
"M1018","mitigates","T1613"
"S0512","uses","T1059.001"
"S0456","uses","T1105"
"S9033","uses","T1678"
"G0021","uses","T1059.007"
"G0096","uses","T1003.001"
"S0330","uses","T1059.003"
"S0588","uses","T1497.003"
"G0050","uses","T1016"
"S0456","uses","T1083"
"S0124","uses","T1027"
"G0082","uses","T1218.001"
"G1015","uses","T1490"
"S0453","uses","T1566.001"
"S0662","uses","T1095"
"S1238","uses","T1559.001"
"S1086","uses","T1497.001"
"G1011","uses","T1589.002"
"S0154","uses","T1132.001"
"S1123","uses","T1205.002"
"S0477","uses","T1574.001"
"G0046","uses","T1059.003"
"G0121","uses","T1566.001"
"S0138","uses","T1071.001"
"S1228","uses","T1205"
"G0125","uses","T1078.004"
"S0640","uses","T1027"
"G0060","uses","T1027.001"
"S0260","uses","T1564.003"
"T1021.008","subtechnique-of","T1021"
"S0045","uses","T1106"
"G1039","uses","T1218.011"
"S1026","uses","T1055.001"
"S0032","uses","T1573"
"S1167","uses","T1561.001"
"M1054","mitigates","T1555.005"
"S1207","uses","T1033"
"G0032","uses","T1529"
"S1031","uses","T1059.003"
"S0650","uses","T1091"
"G0108","uses","T1036.005"
"G0093","uses","S0590"
"M1028","mitigates","T1546.008"
"S0343","uses","T1036.004"
"S0240","uses","T1055"
"G0054","uses","T1135"
"G1015","uses","T1018"
"S0367","uses","T1566.001"
"S0616","uses","T1047"
"S0455","uses","T1685"
"G0030","uses","T1560.001"
"S1176","uses","T1564.001"
"G1013","uses","S1060"
"G0035","uses","T1133"
"G0071","uses","S0099"
"S1155","uses","T1218.005"
"G0022","uses","T1547.001"
"M1047","mitigates","T1574.007"
"G0069","uses","T1090.002"
"G0004","uses","T1071.001"
"S0660","uses","T1543.003"
"G1054","uses","S9023"
"S0534","uses","T1087.001"
"G0011","uses","S0002"
"M1047","mitigates","T1036.010"
"S1207","uses","T1082"
"S1159","uses","T1685.005"
"G0046","uses","S0416"
"G1034","uses","T1136.001"
"S0250","uses","T1005"
"S1207","uses","T1583.001"
"G1001","uses","T1057"
"S0666","uses","T1106"
"G0090","uses","T1218.010"
"S0181","uses","T1680"
"S1234","uses","T1083"
"M1040","mitigates","T1027"
"S0553","uses","T1105"
"S0274","uses","T1560.001"
"S1105","uses","T1140"
"S0088","uses","T1083"
"G0121","uses","T1036.005"
"S0679","uses","T1070.004"
"S0631","uses","T1059.007"
"S0137","uses","T1218.011"
"G0094","uses","T1583.006"
"S0263","uses","T1059.005"
"G1023","uses","T1049"
"S0659","uses","T1082"
"S1018","uses","T1036.005"
"G0091","uses","T1070.004"
"G0047","uses","T1583.001"
"G0071","uses","S0096"
"T1574.001","subtechnique-of","T1574"
"S0681","uses","T1620"
"G0007","uses","T1068"
"S1060","uses","T1622"
"S1105","uses","T1564.001"
"M1038","mitigates","T1546.008"
"S1239","uses","T1087"
"S1145","uses","T1027.009"
"G0061","uses","T1059.001"
"S0390","uses","T1053.005"
"S1248","uses","T1027.013"
"G0069","uses","S9037"
"M1047","mitigates","T1114.003"
"S0152","uses","T1547.001"
"S0132","uses","T1685"
"T1505.001","subtechnique-of","T1505"
"S0219","uses","T1007"
"S0222","uses","T1568.002"
"G0102","uses","T1489"
"G0082","uses","T1204.002"
"S0089","uses","T1547.001"
"G0094","uses","T1682"
"S0688","uses","T1490"
"G0077","uses","T1059.007"
"G0065","uses","T1041"
"S1234","uses","T1106"
"G0081","uses","T1082"
"S1087","uses","T1204.002"
"S0170","uses","T1119"
"S0528","uses","T1204.002"
"S0263","uses","T1543.003"
"S0533","uses","T1057"
"G0064","uses","T1059.001"
"S0670","uses","T1059.003"
"S0167","uses","T1218.011"
"G1039","uses","T1087.002"
"S0697","uses","T1543.003"
"S0575","uses","T1055.001"
"G0010","uses","S0039"
"S1060","uses","T1518.001"
"S0608","uses","T1685"
"S0585","uses","T1140"
"G0035","uses","T1003.004"
"M1057","mitigates","T1041"
"G1006","uses","T1543.003"
"S1085","uses","T1620"
"G0100","uses","T1573.001"
"S0638","uses","T1057"
"T1188","revoked-by","T1090.003"
"G0049","uses","T1003.005"
"S0260","uses","T1080"
"S1017","uses","T1570"
"G1048","uses","T1095"
"S0234","uses","T1070.004"
"S0279","uses","T1113"
"S1228","uses","T1016.001"
"S0583","uses","T1489"
"G0049","uses","T1027.013"
"S0213","uses","T1123"
"S0162","uses","T1071.001"
"G1030","uses","T1570"
"S0488","uses","T1069.002"
"G0135","uses","T1049"
"S0198","uses","T1547.015"
"S0283","uses","T1123"
"G0004","uses","T1059.003"
"G0106","uses","T1685.006"
"G0094","uses","T1083"
"S0601","uses","T1105"
"S0084","uses","T1041"
"G1051","uses","T1505.003"
"G0059","uses","S0192"
"S0458","uses","T1083"
"G1030","uses","S1133"
"G1009","uses","T1105"
"G0081","uses","T1518.001"
"S0587","uses","T1205.002"
"G0049","uses","S1172"
"G1023","uses","T1078.002"
"G0038","uses","T1005"
"S0190","uses","T1197"
"S9008","uses","T1059.001"
"G0012","uses","T1105"
"M1040","mitigates","T1027.009"
"S0455","uses","T1010"
"G0094","uses","T1564.003"
"S0658","uses","T1543.004"
"M1022","mitigates","T1569"
"S1074","uses","T1091"
"S0603","uses","T1124"
"S1229","uses","T1204.002"
"S0677","uses","T1087.004"
"G1017","uses","T1105"
"S0534","uses","T1685"
"M1032","mitigates","T1110.004"
"G0096","uses","T1684.001"
"S0330","uses","T1115"
"T1204.001","subtechnique-of","T1204"
"S0164","uses","T1059.003"
"S0343","uses","T1074.001"
"S0356","uses","T1573.001"
"S0266","uses","T1056.004"
"S0264","uses","T1053.005"
"T1546.017","subtechnique-of","T1546"
"S0124","uses","T1105"
"M1042","mitigates","T1218.009"
"S0439","uses","T1049"
"S0342","uses","T1056.001"
"S0692","uses","T1059.003"
"S0091","uses","T1016"
"S0587","uses","T1095"
"G0061","uses","S1085"
"M1054","mitigates","T1606"
"G0034","uses","S0607"
"S1022","uses","T1083"
"S9028","uses","T1027.013"
"S0223","uses","T1105"
"S0436","uses","T1016"
"S0530","uses","T1115"
"S1028","uses","T1083"
"S0568","uses","T1518.001"
"S0332","uses","T1123"
"S0332","uses","T1070.004"
"S0526","uses","T1059.001"
"M1018","mitigates","T1547.012"
"G0092","uses","T1566.001"
"G0010","uses","T1547.004"
"S0187","uses","T1573.001"
"S1149","uses","T1113"
"M1037","mitigates","T1557.002"
"S1091","uses","T1059.009"
"S0455","uses","T1033"
"G0046","uses","S0390"
"S1078","uses","T1036.005"
"S0612","uses","T1569.002"
"S0500","uses","T1105"
"S0263","uses","T1112"
"G1054","uses","T1190"
"S0665","uses","T1036.005"
"S0439","uses","T1560.003"
"S0561","uses","T1102"
"S9009","uses","T1005"
"S0154","uses","T1105"
"G1001","uses","T1056.001"
"G0100","uses","T1057"
"G0090","uses","T1105"
"S0011","uses","T1057"
"S0143","uses","T1218.011"
"S0224","uses","T1190"
"S0601","uses","T1552.005"
"S0268","uses","T1082"
"G0140","uses","T1218.011"
"S0559","uses","T1012"
"M1041","mitigates","T1602"
"S0531","uses","T1016"
"G0016","uses","T1087.004"
"S9002","uses","T1059.003"
"S1178","uses","T1686"
"M1026","mitigates","T1599.001"
"S0414","uses","T1016"
"S1133","uses","T1561.001"
"G0037","uses","T1110.002"
"S0084","uses","T1095"
"G1046","uses","T1566.003"
"T1484.001","subtechnique-of","T1484"
"S0262","uses","T1553.002"
"S0631","uses","T1185"
"S0666","uses","T1071.001"
"M1021","mitigates","T1567.002"
"S1245","uses","T1074.001"
"T1593.003","subtechnique-of","T1593"
"G1009","uses","T1190"
"G0125","uses","T1083"
"G1048","uses","S1219"
"S0259","uses","T1036.005"
"G0016","uses","S0562"
"S0641","uses","T1056"
"S0559","uses","T1518.001"
"G0102","uses","S0659"
"G0047","uses","T1568.001"
"T1055.004","subtechnique-of","T1055"
"S0622","uses","T1070.004"
"S0172","uses","T1680"
"G1016","uses","T1560.001"
"G0006","uses","S0123"
"M1042","mitigates","T1221"
"M1030","mitigates","T1048.001"
"S0366","uses","T1090.003"
"S9020","uses","T1033"
"S1202","uses","T1614.001"
"S0670","uses","T1021.005"
"S1025","uses","T1547.001"
"S9003","uses","T1016"
"G0126","uses","T1036.004"
"G0143","uses","T1082"
"M1037","mitigates","T1530"
"S1039","uses","T1053.005"
"G0128","uses","T1068"
"S0013","uses","T1564.003"
"S1248","uses","T1071.001"
"G1031","uses","S1018"
"S0230","uses","T1573.001"
"G1015","uses","T1069.002"
"G0046","uses","T1566.001"
"G0059","uses","S0186"
"S0274","uses","T1036.005"
"S0236","uses","T1016"
"G1035","uses","T1583.001"
"S0352","uses","T1560.003"
"S0448","uses","T1083"
"S0195","uses","T1485"
"G0080","uses","T1573.002"
"G0059","uses","T1482"
"S1060","uses","T1027.013"
"G1036","uses","T1569.002"
"S0053","uses","T1547.009"
"G0045","uses","S0152"
"S0240","uses","T1082"
"G1055","uses","T1125"
"S0640","uses","T1547.001"
"G1015","uses","T1059.001"
"G1008","uses","T1598.002"
"S0368","uses","T1218.011"
"S0265","uses","T1680"
"G0007","uses","S0161"
"S9023","uses","T1573.001"
"G0129","uses","T1059.007"
"G0047","uses","T1055"
"S0242","uses","T1614.001"
"G0083","uses","T1071.002"
"M1036","mitigates","T1110.003"
"G1006","uses","T1566.002"
"S0339","uses","T1123"
"S0534","uses","T1053.005"
"M1051","mitigates","T1137.003"
"S0233","uses","T1135"
"S0495","uses","T1041"
"S0151","uses","T1070.004"
"G0067","uses","T1566.001"
"G0032","uses","S0584"
"S0091","uses","T1007"
"S1073","uses","T1106"
"S1014","uses","T1140"
"G0006","uses","T1087.001"
"S0570","uses","T1007"
"S0050","uses","T1003.002"
"G0012","uses","T1547.001"
"S0699","uses","T1572"
"S0561","uses","T1547.001"
"S0697","uses","T1070.004"
"G0032","uses","T1124"
"G0082","uses","T1565.001"
"S0035","uses","T1083"
"M1026","mitigates","T1003.007"
"S0526","uses","T1555.004"
"S1148","uses","T1087.001"
"S1020","uses","T1036.003"
"S0145","uses","T1105"
"S0670","uses","T1221"
"S1193","uses","T1518.001"
"G0007","uses","T1137.002"
"S0604","uses","T1082"
"S0376","uses","T1124"
"T1584.001","subtechnique-of","T1584"
"T1070.001","revoked-by","T1685.005"
"G0069","uses","T1204.002"
"S0603","uses","T1553.002"
"S1064","uses","T1518"
"S0085","uses","T1547.001"
"M1056","mitigates","T1586"
"S0531","uses","T1106"
"G0035","uses","T1190"
"G1017","uses","T1552"
"S0696","uses","T1106"
"T1608.002","subtechnique-of","T1608"
"S0431","uses","T1518"
"S0184","uses","T1012"
"S0165","uses","T1135"
"S1130","uses","T1497.001"
"S0375","uses","T1059.005"
"T1110.003","subtechnique-of","T1110"
"G0059","uses","T1589"
"G1021","uses","T1080"
"S1013","uses","T1566.001"
"S1031","uses","T1140"
"S0587","uses","T1083"
"G1006","uses","T1560.001"
"S9036","uses","T1057"
"S0169","uses","T1543.003"
"S0030","uses","T1070.004"
"S1226","uses","T1027"
"S0461","uses","T1057"
"G1043","uses","T1567"
"S0409","uses","T1083"
"M1046","mitigates","T1505.006"
"S0517","uses","T1070.004"
"S0376","uses","T1055"
"G0065","uses","T1505.003"
"G0040","uses","S0129"
"S1044","uses","T1001"
"S0087","uses","T1027.013"
"G1035","uses","T1082"
"S0599","uses","T1609"
"S0263","uses","T1680"
"S1046","uses","T1036.005"
"T1574.008","subtechnique-of","T1574"
"G0139","uses","T1071"
"S0622","uses","T1113"
"G0010","uses","S0075"
"S1039","uses","T1204.002"
"G0096","uses","T1213.003"
"G0008","uses","S0029"
"S0466","uses","T1070.004"
"S0677","uses","T1003.004"
"M1022","mitigates","T1569.002"
"S1070","uses","T1106"
"G0099","uses","T1027.003"
"S1192","uses","T1573.002"
"S0458","uses","T1055.001"
"G0125","uses","T1003.003"
"S0669","uses","T1548.002"
"S0595","uses","T1620"
"M1053","mitigates","T1561.002"
"S0125","uses","T1033"
"S0216","uses","T1102.002"
"S0240","uses","T1010"
"G0096","uses","S0112"
"S0664","uses","T1553.006"
"T1598.003","subtechnique-of","T1598"
"S1090","uses","T1123"
"G1013","uses","T1588.002"
"S0394","uses","T1027.013"
"S0633","uses","T1548.002"
"G0027","uses","T1588.003"
"S1196","uses","T1573.001"
"G0098","uses","S0579"
"G0004","uses","T1078"
"G0019","uses","T1204.002"
"G1037","uses","T1027.009"
"G0064","uses","T1547.001"
"S0436","uses","T1204.001"
"S0128","uses","T1106"
"T1138","revoked-by","T1546.011"
"T1555.005","subtechnique-of","T1555"
"M1018","mitigates","T1543.003"
"G0040","uses","T1548.002"
"S0192","uses","T1134.001"
"S0570","uses","T1087.001"
"G1004","uses","T1003.003"
"G0114","uses","T1567.002"
"S0624","uses","T1574.001"
"S0330","uses","T1012"
"G0117","uses","S0508"
"S0240","uses","T1005"
"S0652","uses","T1518"
"S0642","uses","T1140"
"G0073","uses","T1132.001"
"S0022","uses","T1140"
"G1041","uses","T1685.006"
"G1048","uses","T1686"
"S0013","uses","T1120"
"G1022","uses","T1047"
"S0657","uses","T1124"
"G0069","uses","T1033"
"S1147","uses","T1070.004"
"T1555.006","subtechnique-of","T1555"
"G0032","uses","S0103"
"G1035","uses","T1059.003"
"S9034","uses","T1036.005"
"S0192","uses","T1560.001"
"S0635","uses","T1033"
"S0266","uses","T1007"
"M1027","mitigates","T1110"
"S1010","uses","T1561.001"
"S1184","uses","T1685"
"S0082","uses","T1027.001"
"S1111","uses","T1564.001"
"S0380","uses","T1561.001"
"S0260","uses","T1125"
"S0538","uses","T1008"
"G0060","uses","T1547.001"
"G0082","uses","T1005"
"S0263","uses","T1571"
"S0596","uses","T1082"
"S1145","uses","T1055.002"
"G1039","uses","T1566.002"
"S0168","uses","T1033"
"G0128","uses","T1218.007"
"G0037","uses","T1555"
"S0673","uses","T1027.004"
"S0201","uses","T1027"
"T1098.007","subtechnique-of","T1098"
"G0027","uses","S0660"
"G1048","uses","S1220"
"G0064","uses","S0039"
"S0274","uses","T1555.001"
"S0561","uses","T1497.003"
"S1228","uses","T1071.001"
"S0595","uses","T1518.001"
"S1037","uses","T1059.003"
"G0005","uses","S0003"
"S0413","uses","T1087.003"
"T1480.001","subtechnique-of","T1480"
"G0041","uses","T1564.005"
"S1228","uses","T1007"
"S0167","uses","T1053.005"
"S1222","uses","T1071.001"
"S0603","uses","T1135"
"S1040","uses","T1560.001"
"S0216","uses","T1057"
"S1153","uses","T1543.001"
"G0085","uses","T1071.001"
"G0007","uses","S0136"
"G0065","uses","S0228"
"G0114","uses","T1070.006"
"S0417","uses","T1053.005"
"S1138","uses","T1105"
"S0126","uses","T1027.009"
"G1024","uses","T1133"
"G0022","uses","T1021.001"
"S1102","uses","T1574.001"
"S1200","uses","T1685"
"G0009","uses","T1047"
"S0187","uses","T1036.005"
"G0032","uses","T1036.004"
"S1044","uses","T1560.003"
"S9008","uses","T1552.005"
"S0681","uses","T1588.002"
"G0077","uses","S0029"
"S1218","uses","T1505.006"
"S1160","uses","T1027.013"
"S1213","uses","T1553.002"
"S0198","uses","T1016"
"S1230","uses","T1204.002"
"S0531","uses","T1568.002"
"G1048","uses","T1059.004"
"M1027","mitigates","T1555.003"
"S0187","uses","T1056.001"
"S0501","uses","T1140"
"G1041","uses","T1059.004"
"G0064","uses","S0192"
"S0622","uses","T1204.002"
"S0168","uses","T1564.004"
"S1239","uses","T1480.002"
"G1046","uses","T1566.002"
"S0586","uses","T1008"
"S0093","uses","T1033"
"G0121","uses","T1204.001"
"G0125","uses","T1098"
"S0444","uses","T1135"
"G0035","uses","T1135"
"S0091","uses","T1518.001"
"S0164","uses","T1070.006"
"G0007","uses","S0251"
"S1217","uses","T1571"
"S0140","uses","T1529"
"G0047","uses","T1120"
"S0377","uses","T1574.006"
"S1198","uses","T1082"
"S0492","uses","T1027.010"
"G0096","uses","T1197"
"G1046","uses","T1087.002"
"S1081","uses","T1071.002"
"S0117","uses","T1090"
"G0117","uses","T1021.001"
"M1022","mitigates","T1037"
"G1017","uses","S0096"
"S1239","uses","T1033"
"G1051","uses","S0029"
"S0428","uses","T1059.006"
"S0447","uses","T1016"
"S0586","uses","T1070.004"
"S1026","uses","T1082"
"S1129","uses","T1057"
"G0049","uses","S1168"
"G0007","uses","T1528"
"G0052","uses","T1588.002"
"S0666","uses","T1059.003"
"G0032","uses","T1070.006"
"G0047","uses","T1041"
"G0060","uses","T1059.001"
"M1051","mitigates","T1190"
"G0126","uses","T1016"
"M1018","mitigates","T1213.006"
"S0528","uses","T1566.001"
"G0129","uses","T1059.001"
"S0192","uses","T1547.001"
"M1018","mitigates","T1556"
"S0530","uses","T1204.001"
"S1180","uses","T1140"
"G0131","uses","T1210"
"G0129","uses","S0662"
"G1001","uses","T1518"
"G0049","uses","T1069.001"
"G0032","uses","T1070.003"
"T1162","revoked-by","T1547.011"
"M1047","mitigates","T1649"
"S1040","uses","T1048.002"
"G0034","uses","T1585.002"
"S1237","uses","T1574.001"
"G0064","uses","S0363"
"G0051","uses","T1078"
"G1052","uses","T1059.005"
"S0179","uses","T1003.007"
"S1219","uses","T1547.006"
"G1044","uses","T1573.002"
"T1504","revoked-by","T1546.013"
"G0064","uses","T1078"
"S1150","uses","T1083"
"S1042","uses","T1071.001"
"G0010","uses","T1553.006"
"S9035","uses","T1007"
"G0059","uses","T1078.002"
"S0367","uses","T1087.003"
"S0281","uses","T1547.015"
"S0348","uses","T1008"
"G0095","uses","T1218.007"
"M1018","mitigates","T1528"
"S1135","uses","T1053.005"
"S0519","uses","T1556.004"
"G1003","uses","T1203"
"S1201","uses","T1205"
"S1141","uses","T1090"
"M1056","mitigates","T1588"
"S1183","uses","T1105"
"S0148","uses","T1083"
"S1053","uses","T1135"
"S0639","uses","T1486"
"S0258","uses","T1140"
"S0269","uses","T1059.001"
"G0010","uses","T1566.002"
"S0438","uses","T1070.004"
"M1026","mitigates","T1134.001"
"G0016","uses","S0357"
"G0059","uses","T1566.003"
"S0066","uses","T1070.006"
"G1003","uses","S1040"
"S0649","uses","T1059.001"
"S1230","uses","T1564.001"
"S0332","uses","T1057"
"G0117","uses","T1102"
"G1012","uses","T1566.001"
"S0504","uses","T1070.004"
"G0114","uses","T1018"
"S1050","uses","T1112"
"S0603","uses","T1078.002"
"S0385","uses","T1057"
"G0045","uses","T1036.005"
"G0019","uses","T1574.001"
"T1483","revoked-by","T1568.002"
"G1015","uses","T1555.005"
"S0274","uses","T1564.001"
"S1081","uses","T1047"
"S9025","uses","T1574.001"
"S0154","uses","T1021.002"
"T1073","revoked-by","T1574.002"
"M1048","mitigates","T1203"
"S0244","uses","T1547.001"
"G0099","uses","T1059.005"
"S0493","uses","T1027.013"
"G0035","uses","S0093"
"G1002","uses","T1203"
"S0658","uses","T1647"
"S1099","uses","T1036.005"
"S0697","uses","T1489"
"G0030","uses","T1046"
"G1039","uses","T1552.002"
"S1245","uses","T1555.005"
"S1039","uses","T1059.001"
"S0182","uses","T1140"
"G1026","uses","T1555"
"G0065","uses","T1021.001"
"S0669","uses","T1027.010"
"G0027","uses","T1047"
"S0367","uses","T1027.002"
"G1015","uses","T1567.002"
"S0356","uses","T1083"
"S0153","uses","T1083"
"S0238","uses","T1016"
"S0110","uses","T1053.002"
"S0011","uses","T1027.013"
"S1244","uses","T1124"
"M1021","mitigates","T1059"
"S0572","uses","T1105"
"S0689","uses","T1036"
"S0154","uses","T1218.011"
"G0096","uses","T1012"
"S0147","uses","T1218.005"
"S0650","uses","T1132.001"
"S0271","uses","T1112"
"S0458","uses","T1204.002"
"G1034","uses","T1553.002"
"S0253","uses","T1115"
"S0220","uses","T1104"
"M1017","mitigates","T1566.002"
"S1091","uses","T1530"
"S0476","uses","T1087.002"
"S0099","uses","T1016"
"S1245","uses","T1071.001"
"S1011","uses","T1564"
"S0650","uses","T1059.005"
"M1031","mitigates","T1090"
"G1024","uses","T1027.001"
"S0251","uses","T1132.001"
"S0089","uses","T1485"
"G1017","uses","T1078.002"
"G0117","uses","T1039"
"S0679","uses","T1112"
"S9032","uses","T1059.001"
"S1087","uses","T1057"
"G1033","uses","T1114.003"
"S0382","uses","T1053.005"
"S0348","uses","T1071.001"
"S0072","uses","T1071.001"
"G0080","uses","T1543.003"
"S0513","uses","T1033"
"G0065","uses","S0229"
"S0659","uses","T1105"
"S1239","uses","T1106"
"G0069","uses","T1219.002"
"S0460","uses","T1033"
"S0496","uses","T1069.002"
"S1228","uses","T1124"
"G1052","uses","T1480"
"S0150","uses","T1070.006"
"G0047","uses","T1090.003"
"G0060","uses","T1059.003"
"G0050","uses","T1027.016"
"S0670","uses","T1095"
"G1043","uses","T1055"
"S0048","uses","T1555.003"
"T1003.005","subtechnique-of","T1003"
"S1078","uses","T1559"
"S0375","uses","T1113"
"S0447","uses","T1070.004"
"S0045","uses","T1573.002"
"S0632","uses","T1001.001"
"M1016","mitigates","T1195"
"S0650","uses","T1082"
"G1054","uses","T1036.008"
"T1016.001","subtechnique-of","T1016"
"S0264","uses","T1027.002"
"M1031","mitigates","T1219"
"S0148","uses","T1027"
"S1203","uses","T1040"
"G1036","uses","T1583.001"
"G1001","uses","T1059.005"
"S1245","uses","T1560.001"
"G1012","uses","S1152"
"S0677","uses","T1556.006"
"S0381","uses","T1005"
"M1056","mitigates","T1596.003"
"G1002","uses","T1583.001"
"S0491","uses","T1547.001"
"S1017","uses","T1071.001"
"S0453","uses","T1087.001"
"S0022","uses","T1055.001"
"S0363","uses","T1003.001"
"S0534","uses","T1102"
"S0484","uses","T1055.001"
"G1017","uses","T1005"
"S1172","uses","T1033"
"M1030","mitigates","T1136.002"
"T1053.005","subtechnique-of","T1053"
"S1153","uses","T1059.002"
"S0211","uses","T1005"
"T1558.002","subtechnique-of","T1558"
"G0045","uses","S0404"
"M1047","mitigates","T1114"
"S1088","uses","T1053.005"
"S0151","uses","T1082"
"G0029","uses","T1036.002"
"G0142","uses","T1083"
"S0680","uses","T1041"
"G0045","uses","S0357"
"S1164","uses","T1546"
"S0187","uses","T1071.001"
"M1020","mitigates","T1573"
"S9003","uses","T1598.003"
"S1202","uses","T1120"
"S1197","uses","T1036.005"
"M1018","mitigates","T1490"
"G0129","uses","S0590"
"S1230","uses","T1574.001"
"S0596","uses","T1680"
"G1054","uses","T1003.003"
"S0074","uses","T1543.003"
"G0102","uses","S0039"
"G1043","uses","T1021.002"
"M1037","mitigates","T1048.002"
"G0047","uses","T1053.005"
"S1063","uses","T1095"
"S0670","uses","T1083"
"M1040","mitigates","T1137.003"
"S0534","uses","T1036.007"
"G1039","uses","T1070.004"
"G0034","uses","T1102.002"
"S0476","uses","T1087.001"
"S1167","uses","T1083"
"S0612","uses","T1027.013"
"G0081","uses","T1140"
"S1022","uses","T1087.002"
"S0455","uses","T1036.005"
"S0257","uses","T1105"
"S0697","uses","T1561.001"
"S1168","uses","T1567"
"S0610","uses","T1082"
"S0203","uses","T1134"
"G0060","uses","S0111"
"G0007","uses","T1110.003"
"S0512","uses","T1573.001"
"S9007","uses","T1070.004"
"M1030","mitigates","T1040"
"S9025","uses","T1564"
"M1029","mitigates","T1070.008"
"S1071","uses","T1558.001"
"S1149","uses","T1548.002"
"S0187","uses","T1003.001"
"S1066","uses","T1112"
"S0115","uses","T1095"
"S1242","uses","T1688"
"G0037","uses","T1095"
"S0198","uses","T1071.001"
"G0054","uses","T1036.005"
"S0444","uses","T1005"
"S0583","uses","T1490"
"S0443","uses","T1560.003"
"G0139","uses","T1098.004"
"G0002","uses","S0012"
"G0040","uses","T1059.001"
"G0129","uses","S0012"
"G0129","uses","T1027.016"
"S0603","uses","T1106"
"G0049","uses","T1552.001"
"S0482","uses","T1059.007"
"G0004","uses","T1583.005"
"S0022","uses","T1205"
"S1063","uses","T1105"
"G1047","uses","T1078.003"
"M1026","mitigates","T1003.006"
"S1122","uses","T1573.002"
"G0046","uses","S0681"
"G0001","uses","T1566"
"G0102","uses","S0363"
"G0087","uses","S0095"
"S0622","uses","T1074.001"
"G1048","uses","T1205"
"S0673","uses","T1053.005"
"G0135","uses","T1120"
"G0018","uses","S0104"
"S0239","uses","T1680"
"S9008","uses","T1082"
"G0099","uses","T1568"
"S0240","uses","T1204.002"
"S0080","uses","T1105"
"G1003","uses","T1036.005"
"G1016","uses","T1140"
"S1100","uses","T1071.001"
"G1043","uses","T1078.002"
"S0125","uses","T1652"
"G0047","uses","S0097"
"S0048","uses","T1005"
"S0583","uses","T1036.005"
"S1130","uses","T1070.009"
"S0148","uses","T1518.001"
"S0348","uses","T1112"
"G0087","uses","T1036.005"
"S0588","uses","T1497.001"
"S0615","uses","T1055.001"
"G0007","uses","T1204.001"
"S0186","uses","T1071.001"
"G1043","uses","T1547.001"
"S0009","uses","T1090.001"
"G0060","uses","T1105"
"S0271","uses","T1573.001"
"S0543","uses","T1041"
"G0092","uses","T1106"
"G1054","uses","T1560.001"
"S0364","uses","T1485"
"S0106","uses","T1070.004"
"G0026","uses","T1071.001"
"S0240","uses","T1567.002"
"G0061","uses","S0029"
"S0198","uses","T1055.012"
"S0662","uses","T1082"
"S0125","uses","T1071.001"
"S1085","uses","T1573.002"
"S1160","uses","T1547.001"
"S0234","uses","T1573.001"
"S0140","uses","T1486"
"S0141","uses","T1027.013"
"S0013","uses","T1041"
"G1032","uses","T1078"
"S0567","uses","T1560"
"S9019","uses","T1055"
"S0692","uses","T1010"
"S0372","uses","T1570"
"S0569","uses","T1564.001"
"S1160","uses","T1497.001"
"G0045","uses","S0624"
"G0007","uses","T1133"
"S0466","uses","T1048.003"
"S9032","uses","T1059"
"G0125","uses","T1136.002"
"G1031","uses","T1027.002"
"S0454","uses","T1082"
"S1111","uses","T1529"
"G0094","uses","T1027.015"
"S1070","uses","T1529"
"S0084","uses","T1055"
"S0238","uses","T1124"
"S0647","uses","T1059.003"
"S0409","uses","T1082"
"G0045","uses","T1560"
"G0034","uses","T1490"
"S0607","uses","T1134"
"S1025","uses","T1140"
"G0131","uses","T1059.001"
"S0465","uses","T1027"
"G0059","uses","T1560.001"
"S9010","uses","T1105"
"S1130","uses","T1071"
"S9034","uses","T1218.007"
"S1196","uses","T1070.004"
"S1112","uses","T1140"
"S1213","uses","T1217"
"G1022","uses","S1099"
"S0192","uses","T1003.005"
"M1018","mitigates","T1036.010"
"S0471","uses","T1105"
"S0182","uses","T1057"
"G0102","uses","T1566.002"
"S0673","uses","T1518.001"
"S1130","uses","T1548.002"
"G0083","uses","S0198"
"G0090","uses","T1027.015"
