"source_attack_id","relationship_type","target_attack_id"
"S0445","uses","T1020"
"S9035","uses","T1102.002"
"S0165","uses","T1016"
"S0078","uses","T1070.006"
"S0217","uses","T1113"
"S0045","uses","T1041"
"S0050","uses","T1020"
"S1158","uses","T1027.009"
"S1070","uses","T1036.005"
"M1035","mitigates","T1609"
"S0589","uses","T1070"
"S0270","uses","T1082"
"S1148","uses","T1539"
"S1090","uses","T1074.001"
"S0076","uses","T1001.003"
"S1111","uses","T1001"
"S0339","uses","T1564.001"
"G0065","uses","S0154"
"G0131","uses","T1068"
"S0241","uses","T1105"
"S1198","uses","T1069.001"
"S0266","uses","T1105"
"G0049","uses","T1057"
"S1099","uses","T1090"
"S1135","uses","T1070.006"
"S0488","uses","T1059.001"
"G1037","uses","T1586.002"
"G1048","uses","S1222"
"S1022","uses","T1573.001"
"S0344","uses","T1016"
"S0004","uses","T1056.001"
"S9030","uses","T1053.005"
"S0662","uses","T1027.011"
"S1135","uses","T1561.002"
"S1100","uses","T1027.015"
"S0559","uses","T1033"
"S0083","uses","T1614.001"
"S0654","uses","T1068"
"S1141","uses","T1030"
"G0022","uses","S0063"
"G1040","uses","T1133"
"G0032","uses","S0520"
"M1057","mitigates","T1025"
"S1134","uses","T1561.002"
"S1149","uses","T1070.006"
"G0135","uses","T1095"
"S0030","uses","T1132.001"
"G0054","uses","T1003"
"S0428","uses","T1113"
"G0069","uses","S0592"
"G0119","uses","T1105"
"G1038","uses","T1583.006"
"S1085","uses","T1027"
"S0261","uses","T1010"
"G0096","uses","T1083"
"S1073","uses","T1095"
"T1086","revoked-by","T1059.001"
"S0284","uses","T1218.010"
"S0021","uses","T1125"
"T1562.012","revoked-by","T1685.004"
"S9018","uses","T1027.001"
"S0359","uses","T1016"
"S0439","uses","T1056.001"
"S1202","uses","T1486"
"S0495","uses","T1008"
"S1088","uses","T1204.002"
"S1159","uses","T1082"
"S1199","uses","T1486"
"G0122","uses","T1588.002"
"S1013","uses","T1033"
"S0154","uses","T1071.002"
"G1039","uses","T1547.001"
"S0458","uses","T1059.005"
"S0347","uses","T1140"
"S1130","uses","T1027"
"G0034","uses","S0039"
"S0141","uses","T1140"
"G0046","uses","T1608.001"
"S0527","uses","T1497.001"
"S1025","uses","T1033"
"S1160","uses","T1566.002"
"T1496.003","subtechnique-of","T1496"
"G0117","uses","S0029"
"S0058","uses","T1685"
"S1240","uses","T1027.010"
"S1068","uses","T1561.001"
"G0040","uses","T1598.003"
"S0579","uses","T1057"
"G0129","uses","S1232"
"S0250","uses","T1573.002"
"S0182","uses","T1518.001"
"G0035","uses","T1110"
"G0016","uses","S0154"
"G0075","uses","T1546.003"
"S0366","uses","T1573.002"
"M1054","mitigates","T1553"
"S0024","uses","T1055"
"S0386","uses","T1047"
"G0050","uses","S0155"
"S1190","uses","T1106"
"S0575","uses","T1080"
"S0331","uses","T1112"
"G0082","uses","T1059.001"
"S1122","uses","T1115"
"G1047","uses","T1036.005"
"S0267","uses","T1033"
"S0527","uses","T1027.002"
"G0087","uses","T1071.001"
"S1081","uses","T1548.002"
"G0139","uses","T1583.001"
"S0534","uses","T1140"
"S0051","uses","T1071.001"
"T1562.010","revoked-by","T1689"
"G1003","uses","S0521"
"S0154","uses","T1059.006"
"M1017","mitigates","T1684"
"S0202","uses","T1059.003"
"G0016","uses","T1098.002"
"G0034","uses","T1583.001"
"S0647","uses","T1082"
"T1131","revoked-by","T1547.002"
"S0265","uses","T1087.001"
"G1034","uses","T1012"
"S0089","uses","T1574.010"
"S9034","uses","T1140"
"G0126","uses","S0032"
"S0334","uses","T1056.001"
"S0669","uses","T1059.005"
"G0091","uses","S0195"
"S0447","uses","T1204.002"
"S1075","uses","T1566.001"
"G0037","uses","T1078"
"G0016","uses","S0139"
"G0079","uses","T1059.001"
"G0139","uses","T1059.009"
"T1546.014","subtechnique-of","T1546"
"S0044","uses","T1055"
"M1047","mitigates","T1606"
"S0194","uses","T1555.004"
"G1022","uses","S1100"
"T1144","revoked-by","T1553.001"
"S0667","uses","T1005"
"M1021","mitigates","T1218"
"S1042","uses","T1204.002"
"S1099","uses","T1059.003"
"S0603","uses","T1570"
"S9015","uses","T1083"
"S0330","uses","T1055.002"
"G0091","uses","T1566.001"
"S0027","uses","T1014"
"S1140","uses","T1095"
"G0040","uses","T1105"
"G0007","uses","T1102.002"
"M1013","mitigates","T1564.009"
"S0260","uses","T1518.001"
"G0138","uses","T1027.003"
"S0105","uses","T1482"
"S0242","uses","T1057"
"S0663","uses","T1016"
"S0377","uses","T1129"
"G0099","uses","T1564.003"
"S1245","uses","T1547.001"
"G0138","uses","S0032"
"S1169","uses","T1106"
"G1053","uses","T1552.004"
"S0658","uses","T1027.013"
"S1065","uses","T1203"
"S0448","uses","T1012"
"G0010","uses","S0537"
"M1047","mitigates","T1552.001"
"S0330","uses","T1082"
"S1178","uses","T1480"
"G1054","uses","T1221"
"S0484","uses","T1082"
"S0011","uses","T1204.002"
"S0050","uses","T1005"
"G0022","uses","T1057"
"G0032","uses","T1574.001"
"G1024","uses","T1685"
"M1026","mitigates","T1556"
"G0049","uses","T1555.003"
"S9019","uses","T1564.003"
"G0117","uses","T1078"
"G0044","uses","T1083"
"G0099","uses","T1571"
"G1017","uses","T1006"
"M1056","mitigates","T1592.003"
"S0696","uses","T1566.001"
"G0027","uses","T1071.001"
"S0154","uses","T1047"
"S0401","uses","T1027.013"
"S0692","uses","T1021.006"
"S1078","uses","T1057"
"G0047","uses","S0075"
"S1064","uses","T1497.003"
"S0061","uses","T1046"
"S0477","uses","T1041"
"S0486","uses","T1105"
"G0094","uses","T1053.005"
"M1054","mitigates","T1606.001"
"G0126","uses","T1059.003"
"G0065","uses","T1584.008"
"S1227","uses","T1090.001"
"G1011","uses","T1608.001"
"S0415","uses","T1129"
"S1172","uses","T1074.001"
"S0401","uses","T1059.004"
"S0182","uses","T1082"
"S0264","uses","T1124"
"S1120","uses","T1001"
"S1211","uses","T1105"
"S1183","uses","T1480.002"
"G1047","uses","T1021.002"
"S0486","uses","T1033"
"S1188","uses","T1070.004"
"G0035","uses","T1021.001"
"S0260","uses","T1547.009"
"S0330","uses","T1547.001"
"G0094","uses","T1033"
"S0022","uses","T1057"
"G0035","uses","T1187"
"S1181","uses","T1569.002"
"G1007","uses","S1027"
"S1063","uses","T1027.007"
"G0016","uses","S0039"
"S0697","uses","T1569.002"
"G0050","uses","T1049"
"G0050","uses","T1564.003"
"S0233","uses","T1046"
"M1017","mitigates","T1552.008"
"M1038","mitigates","T1546.009"
"S0520","uses","T1566.001"
"S0128","uses","T1074.001"
"G0050","uses","T1027.013"
"S1042","uses","T1071.003"
"S0460","uses","T1071.001"
"S0604","uses","T1499.004"
"S1213","uses","T1539"
"G0094","uses","T1480.002"
"S0147","uses","T1053.005"
"G1049","uses","T1566"
"S0077","uses","T1041"
"G0094","uses","T1036.005"
"G0034","uses","S0378"
"S1125","uses","T1083"
"S1018","uses","T1083"
"S0664","uses","T1055"
"S0176","uses","T1068"
"M1019","mitigates","T1212"
"S0274","uses","T1074.001"
"S0546","uses","T1614.001"
"S1145","uses","T1480.001"
"S1242","uses","T1685"
"S0661","uses","T1620"
"G1015","uses","T1598.004"
"S0038","uses","T1016"
"S0350","uses","T1059.003"
"S1050","uses","T1106"
"G1021","uses","S0154"
"S0260","uses","T1574.001"
"G1015","uses","T1074"
"G0007","uses","T1001.001"
"S0092","uses","T1016"
"S0603","uses","T1053.005"
"M1032","mitigates","T1110.002"
"S1180","uses","T1021.002"
"G1054","uses","S0097"
"S9003","uses","T1001"
"S0337","uses","T1005"
"S0266","uses","T1055"
"G1054","uses","T1556.002"
"S1210","uses","T1480"
"M1056","mitigates","T1583.008"
"S0141","uses","T1071.001"
"S1131","uses","T1552"
"S0269","uses","T1008"
"G0052","uses","S0164"
"M1021","mitigates","T1567.001"
"M1049","mitigates","T1036"
"T1547.002","subtechnique-of","T1547"
"G0129","uses","T1070.006"
"G1055","uses","T1572"
"S0698","uses","T1027.013"
"T1059.009","subtechnique-of","T1059"
"S9021","uses","T1055"
"G1037","uses","T1204.001"
"G0027","uses","T1070.005"
"S0154","uses","T1003.002"
"S0498","uses","T1105"
"G1008","uses","S1028"
"S1141","uses","T1559"
"G1051","uses","T1529"
"T1548.006","subtechnique-of","T1548"
"G0050","uses","T1056.001"
"S1016","uses","T1553.001"
"G1043","uses","T1480"
"S0666","uses","T1036.001"
"M1027","mitigates","T1601.002"
"S1232","uses","T1543.003"
"G0125","uses","T1071.001"
"M1038","mitigates","T1176"
"S0441","uses","T1564.003"
"T1027.002","subtechnique-of","T1027"
"S1115","uses","T1071.001"
"G0119","uses","S0570"
"G1039","uses","T1555.003"
"G0050","uses","T1589.002"
"G0004","uses","T1547.001"
"M1040","mitigates","T1546.003"
"S0492","uses","T1059.004"
"S0137","uses","T1547.001"
"M1039","mitigates","T1070.003"
"G0007","uses","T1685.005"
"S0404","uses","T1005"
"S0690","uses","T1036.005"
"S0526","uses","T1074.001"
"S0449","uses","T1489"
"S0546","uses","T1047"
"S0650","uses","T1047"
"S1081","uses","T1055.004"
"S1100","uses","T1070.006"
"S0472","uses","T1016"
"G1006","uses","T1583.004"
"S0339","uses","T1047"
"S0660","uses","T1033"
"S0588","uses","T1041"
"G0117","uses","T1046"
"S1090","uses","T1112"
"S0681","uses","T1016"
"M1033","mitigates","T1195"
"S1213","uses","T1573.002"
"S1081","uses","T1134.001"
"S0498","uses","T1095"
"S0663","uses","T1027.002"
"S1078","uses","T1119"
"S0398","uses","T1070.004"
"S0599","uses","T1105"
"M1018","mitigates","T1053.006"
"S0336","uses","T1547.001"
"T1564.004","subtechnique-of","T1564"
"S0495","uses","T1001"
"S0538","uses","T1074.001"
"S0584","uses","T1204.002"
"M1026","mitigates","T1021.007"
"S0360","uses","T1105"
"S1015","uses","T1070.004"
"S0526","uses","T1518"
"S9009","uses","T1078.004"
"S0435","uses","T1057"
"S0263","uses","T1059.003"
"S0526","uses","T1680"
"G1015","uses","S1068"
"S0692","uses","T1547.001"
"S9038","uses","T1678"
"S9031","uses","T1057"
"S1035","uses","T1102.002"
"S0454","uses","T1113"
"S0009","uses","T1005"
"S0441","uses","T1560.001"
"G0047","uses","T1027"
"S0630","uses","T1083"
"S0098","uses","T1113"
"M1053","mitigates","T1561"
"S0453","uses","T1110.001"
"S0154","uses","T1134.003"
"G1012","uses","T1059.001"
"S1131","uses","T1056"
"M1038","mitigates","T1068"
"S0044","uses","T1218.011"
"G0136","uses","T1566.001"
"G1054","uses","T1047"
"G0046","uses","T1008"
"S0412","uses","T1499"
"S1130","uses","T1218.007"
"S0457","uses","T1569.002"
"S9020","uses","T1027"
"G1023","uses","T1036.005"
"S0277","uses","T1083"
"T1036.009","subtechnique-of","T1036"
"G0114","uses","T1589.001"
"G0128","uses","T1105"
"S1240","uses","T1059.003"
"S1187","uses","T1021.002"
"G1044","uses","T1047"
"S1147","uses","T1033"
"S0236","uses","T1201"
"S0377","uses","T1553.002"
"S0367","uses","T1055.012"
"S9011","uses","T1620"
"S0674","uses","T1113"
"S0595","uses","T1106"
"S0698","uses","T1218.011"
"S0260","uses","T1046"
"S0331","uses","T1055.012"
"M1022","mitigates","T1685.005"
"S0365","uses","T1021.002"
"T1564.007","subtechnique-of","T1564"
"S0554","uses","T1219"
"G1004","uses","T1555.005"
"G1015","uses","T1078.004"
"G1023","uses","S0032"
"S0491","uses","T1057"
"S0658","uses","T1083"
"S0089","uses","T1016"
"T1213.001","subtechnique-of","T1213"
"S0357","uses","T1003.004"
"S0658","uses","T1059.004"
"G1003","uses","T1552.001"
"G1053","uses","T1036.004"
"T1137.003","subtechnique-of","T1137"
"G1040","uses","T1588.002"
"S0584","uses","T1027"
"M1040","mitigates","T1003.001"
"S9016","uses","T1106"
"G1017","uses","T1012"
"G0006","uses","T1566.001"
"M1026","mitigates","T1601"
"S1239","uses","T1205"
"S0201","uses","T1007"
"S0673","uses","T1056.001"
"S0488","uses","T1016"
"T1079","revoked-by","T1573"
"S0154","uses","T1203"
"S9037","uses","T1036.005"
"G0143","uses","T1218.011"
"S1148","uses","T1140"
"S0450","uses","T1082"
"S1027","uses","T1120"
"T1053.006","subtechnique-of","T1053"
"S0455","uses","T1105"
"S0344","uses","T1083"
"G0125","uses","T1018"
"G0037","uses","T1573.002"
"M1021","mitigates","T1127.002"
"S1050","uses","T1055"
"G0032","uses","T1686.003"
"G0106","uses","T1552.004"
"G0094","uses","T1132.002"
"S1242","uses","T1018"
"G0143","uses","T1685.005"
"G0006","uses","S0006"
"S0091","uses","T1680"
"G1035","uses","T1204.001"
"S1183","uses","T1082"
"G0045","uses","T1059.003"
"S0094","uses","T1059.003"
"S0238","uses","T1059.003"
"S0013","uses","T1106"
"G0027","uses","S0006"
"S0677","uses","T1651"
"S0168","uses","T1027.013"
"S1063","uses","T1497.003"
"G0106","uses","T1070.004"
"S0640","uses","T1016"
"G0142","uses","T1547.001"
"S9026","uses","T1574.001"
"S1183","uses","T1552.001"
"G0082","uses","T1053.003"
"S0410","uses","T1036.005"
"S1109","uses","T1083"
"G0115","uses","T1059.001"
"G1006","uses","T1049"
"S0694","uses","T1027"
"S1018","uses","T1574"
"T1574.011","subtechnique-of","T1574"
"S0271","uses","T1070.004"
"S0348","uses","T1547.001"
"S0330","uses","T1056.001"
"S0375","uses","T1083"
"S0599","uses","T1057"
"S1026","uses","T1027.002"
"S0428","uses","T1140"
"G0143","uses","T1078.002"
"T1127.003","subtechnique-of","T1127"
"S1245","uses","T1005"
"G0102","uses","T1018"
"S0527","uses","T1070"
"G1055","uses","T1587.001"
"S0113","uses","T1074.001"
"S0633","uses","T1132.001"
"G0127","uses","T1218.005"
"S0446","uses","T1036"
"M1021","mitigates","T1567.003"
"G0046","uses","T1558.003"
"S0603","uses","T1021"
"M1047","mitigates","T1548.006"
"S0265","uses","T1074.001"
"M1052","mitigates","T1574.010"
"S0249","uses","T1518.001"
"G0022","uses","T1095"
"S0083","uses","T1027.002"
"S0239","uses","T1070"
"M1032","mitigates","T1021"
"M1042","mitigates","T1559.002"
"S0018","uses","T1055.001"
"G0094","uses","T1593.002"
"G0033","uses","T1036.005"
"G1016","uses","T1556"
"G1001","uses","S0002"
"S0187","uses","T1560"
"G0016","uses","S1084"
"S0660","uses","T1059.001"
"G0081","uses","T1049"
"S0142","uses","T1518.001"
"M1017","mitigates","T1204.001"
"G0027","uses","T1021.006"
"S0589","uses","T1027.011"
"G0117","uses","T1546.008"
"G0034","uses","T1140"
"G0016","uses","T1078.003"
"G0016","uses","S0037"
"S0015","uses","T1033"
"S1116","uses","T1132.001"
"S1013","uses","T1005"
"G0069","uses","T1041"
"G0082","uses","T1566.001"
"G0050","uses","T1218.010"
"S1112","uses","T1071.001"
"S1012","uses","T1140"
"S0579","uses","T1106"
"G0074","revoked-by","G0035"
"S0622","uses","T1560.001"
"G0035","uses","S0002"
"S0454","uses","T1120"
"S1239","uses","T1059.003"
"S0017","uses","T1056.001"
"G0047","uses","T1057"
"G1051","uses","T1518.001"
"S0552","uses","T1018"
"S0260","uses","T1204.002"
"S0501","uses","T1106"
"T1053.007","subtechnique-of","T1053"
"S0568","uses","T1218.010"
"G0045","uses","T1005"
"M1018","mitigates","T1574.005"
"G0053","uses","S0169"
"S0497","uses","T1564.001"
"S1246","uses","T1070.004"
"S1164","uses","T1059.006"
"S1242","uses","T1566.001"
"S1228","uses","T1049"
"G0050","uses","T1068"
"S9015","uses","T1090.001"
"S0638","uses","T1680"
"S1099","uses","T1071.001"
"S0266","uses","T1090.002"
"S1207","uses","T1027.002"
"S0473","uses","T1680"
"S0260","uses","T1124"
"G0010","uses","S0091"
"G0049","uses","T1016"
"S1145","uses","T1547.001"
"S0229","uses","T1055.012"
"S0579","uses","T1027.005"
"S0275","uses","T1005"
"S0692","uses","T1057"
"S0632","uses","T1070.004"
"S9032","uses","T1059.003"
"G0064","uses","T1573.001"
"S1018","uses","T1033"
"G1032","uses","T1105"
"S9013","uses","T1059.006"
"G1023","uses","T1070.003"
"G0035","uses","S0029"
"S1178","uses","T1070.004"
"T1542.004","subtechnique-of","T1542"
"G0006","uses","T1135"
"S9025","uses","T1082"
"G1015","uses","T1070.008"
"S0567","uses","T1129"
"S9001","uses","T1059.005"
"S0629","uses","T1573.001"
"G1020","uses","T1082"
"S0084","uses","T1074.001"
"G0061","uses","T1059.003"
"G1035","uses","T1083"
"S0269","uses","T1112"
"G0071","uses","T1021.002"
"S0601","uses","T1027.013"
"S0172","uses","T1033"
"S1133","uses","T1486"
"S0674","uses","T1105"
"G0010","uses","T1016.001"
"G1017","uses","T1589"
"M1028","mitigates","T1690"
"S0450","uses","T1124"
"S0148","uses","T1204.002"
"S0257","uses","T1033"
"G0037","uses","T1003.001"
"G0096","uses","T1055"
"S0198","uses","T1112"
"S0688","uses","T1485"
"S0266","uses","T1055.012"
"G0016","uses","S0635"
"S0184","uses","T1049"
"S0133","uses","T1080"
"S0254","uses","T1573.001"
"G0064","uses","T1059.005"
"S1159","uses","T1027.009"
"G0143","uses","T1560.001"
"S1147","uses","T1082"
"G0010","uses","T1102"
"G1006","uses","T1595.002"
"G1018","uses","T1583.006"
"S1246","uses","T1657"
"S1124","uses","T1074.001"
"S0268","uses","T1568"
"G0045","uses","T1059.001"
"G1044","uses","T1539"
"S1222","uses","T1059.004"
"S9037","uses","T1204.002"
"S1207","uses","T1547.001"
"G1006","uses","S0590"
"S1089","uses","T1059.003"
"G0001","uses","T1190"
"S0547","uses","T1082"
"S0556","uses","T1016"
"S0044","uses","T1680"
"S1053","uses","T1027"
"G0094","uses","T1036.007"
"G0050","uses","T1585.001"
"G0129","uses","T1204.002"
"G0093","uses","T1105"
"G0066","uses","T1203"
"T1074.002","subtechnique-of","T1074"
"S1029","uses","T1518.001"
"S0447","uses","T1071.001"
"T1556.003","subtechnique-of","T1556"
"S1017","uses","T1105"
"S1187","uses","T1505.003"
"S1016","uses","T1105"
"T1583.006","subtechnique-of","T1583"
"G1006","uses","T1016"
"S1161","uses","T1690"
"G0035","uses","T1033"
"M1038","mitigates","T1176.001"
"G1005","uses","T1078"
"S1153","uses","T1555.001"
"G0064","uses","T1132.001"
"S0428","uses","T1027"
"G0038","uses","T1041"
"G0035","uses","T1074.001"
"S9009","uses","T1552.001"
"S0646","uses","T1553.002"
"S1035","uses","T1071.001"
"S0446","uses","T1547.001"
"M1051","mitigates","T1195.002"
"G0047","uses","T1027.010"
"G0067","uses","S0355"
"G0059","uses","S0029"
"S9029","uses","T1070"
"S9014","uses","T1546.004"
"G0102","uses","T1005"
"S0260","uses","T1053.005"
"G0049","uses","S0029"
"G1045","uses","T1588.002"
"S0484","uses","T1113"
"G1017","uses","S0104"
"S0154","uses","T1021.003"
"M1018","mitigates","T1563"
"S0260","uses","T1071.001"
"G0047","uses","S0685"
"S0386","uses","T1055.012"
"G0012","uses","T1203"
"S0385","uses","T1568.001"
"M1057","mitigates","T1052.001"
"S1244","uses","T1685"
"S0115","uses","T1012"
"S0622","uses","T1547.001"
"S0666","uses","T1027.016"
"S0260","uses","T1135"
"G1043","uses","T1486"
"M1057","mitigates","T1048.002"
"S1073","uses","T1680"
"S0661","uses","T1573.001"
"S1210","uses","T1560.001"
"S0658","uses","T1497.003"
"S0586","uses","T1680"
"S0492","uses","T1543.001"
"S0140","uses","T1018"
"G0050","uses","T1137"
"G0096","uses","S0105"
"S0052","uses","T1140"
"G1034","uses","T1189"
"S1228","uses","T1047"
"G1050","uses","T1657"
"G0050","uses","T1203"
"G0054","uses","T1082"
"G0124","uses","T1083"
"S0368","uses","T1078.003"
"S0690","uses","T1124"
"G1017","uses","S0359"
"S0481","uses","T1218.011"
"S0277","uses","T1543.001"
"S0236","uses","T1008"
"G0046","uses","S0146"
"S0381","uses","T1115"
"S0688","uses","T1518.001"
"M1026","mitigates","T1053.002"
"M1032","mitigates","T1133"
"M1042","mitigates","T1689"
"G0102","uses","T1082"
"S1228","uses","T1048.003"
"G0053","uses","T1078"
"G0050","uses","S0354"
"S0615","uses","T1083"
"G0010","uses","T1082"
"S0363","uses","T1573.002"
"G1052","uses","T1585.001"
"S1197","uses","T1553.002"
"G0082","uses","T1218.007"
"S0458","uses","T1027"
"S0501","uses","T1027.011"
"M1027","mitigates","T1201"
"S0396","uses","T1057"
"G0119","uses","T1489"
"S0377","uses","T1552.004"
"G1003","uses","T1003.001"
"S0651","uses","T1074.001"
"S0159","uses","T1059.003"
"S0251","uses","T1135"
"S1111","uses","T1497.001"
"S0663","uses","T1106"
"M1022","mitigates","T1489"
"M1056","mitigates","T1608.005"
"S0401","uses","T1053.003"
"S1135","uses","T1083"
"S1224","uses","T1005"
"T1560.003","subtechnique-of","T1560"
"G1054","uses","T1114.001"
"G0032","uses","S0665"
"S0445","uses","T1071.001"
"S0333","uses","T1057"
"S1184","uses","T1480"
"S0492","uses","T1059.006"
"T1174","revoked-by","T1556.002"
"S0650","uses","T1010"
"G1035","uses","T1114.001"
"S0608","uses","T1490"
"S0164","uses","T1543.003"
"S0587","uses","T1082"
"S0354","uses","T1574.001"
"S9028","uses","T1132.001"
"M1018","mitigates","T1569.001"
"S0476","uses","T1059.001"
"S1025","uses","T1614"
"S1121","uses","T1543"
"G0033","uses","T1059.001"
"G1017","uses","T1588.002"
"S0696","uses","T1070"
"S0276","uses","T1059.006"
"G0049","uses","S0185"
"S0658","uses","T1554"
"G0008","uses","S0108"
"G1004","uses","T1199"
"G0038","uses","T1059.001"
"S0198","uses","T1082"
"G1041","uses","T1505.003"
"S0196","uses","T1027"
"S0074","uses","T1070.004"
"G0087","uses","T1090.001"
"S1096","uses","T1083"
"G1021","uses","S1097"
"S0520","uses","T1573.001"
"S0400","uses","T1486"
"G0049","uses","T1203"
"G0091","uses","T1036.005"
"M1026","mitigates","T1552"
"G1051","uses","T1016"
"S0036","uses","T1025"
"G0070","uses","S0234"
"G0049","uses","T1012"
"G0065","uses","T1027.015"
"S0644","uses","T1125"
"G0045","uses","T1210"
